Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16
4da5,,2.4,,2013,,Ki=0.36uM,,Ki=0.36uM,,,//,4da5.pdf,(0H7),Ki=0.36+/-0.01,"uM,"
4ivd,,1.93,,2013,,Ki=0.3nM,,Ki=0.3nM,,,,//,4iva.pdf,(15T),
4ca5,,1.85,,2013,,Ki=0.41nM,,Ki=0.41nM,,,//,4ca5.pdf,(3EF),Ki=0.41+/-0.03nM;,Zn-containing
4bt4,,1.6,,2013,,Ki=0.46mM,,Ki=0.46mM,,,//,4bt3.pdf,(QFH),Ki=0.46+/-0.18,mM;
4ks2,,2.6,,2013,,Ki=0.46nM,,Ki=0.46nM,,,//,4ks1.pdf,(1SJ),ligand,is
4hev,,2.5,,2013,,Ki=0.46uM,,Ki=0.46uM,,,//,4hev.pdf,(AXM),Zn-containing,
4jfw,,2.1,,2013,,Ki=0.46uM,,Ki=0.46uM,,,//,4jfs.pdf,(H58),Different,ligand
4mss,,1.8,,2013,,Ki=0.4uM,,Ki=0.4uM,,,,//,4mss.pdf,(2CZ),
4jfv,,1.88,,2013,,Ki=0.52uM,,Ki=0.52uM,,,//,4jfs.pdf,(H57),Different,ligand
3v0p,,1.9,,2013,,Ki=0.53uM,,Ki=0.53uM,,,//,3v0l.pdf,(4GW),ligand,is
4inh,,1.7,,2013,,Ki=0.56uM,,Ki=0.56uM,,,//,4imq.pdf,(4-mer),covalent,complex
4hnc,,1.89,,2013,,Ki=0.67mM,,Ki=0.67mM,,,//,4fp1.pdf,(0UT),Ki=0.67+/-0.12,mM(WT
4jia,,1.85,,2013,,Ki=0.6nM,,Ki=0.6nM,,,,//,4ji9.pdf,(1K3),
4m0e,,2,,2013,,Ki=0.6uM,,Ki=0.6uM,,,,//,4m0e.pdf,(1YL),Ki=0.6+/-0.8uM
4mdn,,1.91,,2013,,Ki=0.6uM,,Ki=0.6uM,,,,//,4mdn.pdf,(Y30),
3zmm,,2.51,,2013,,Ki=0.72nM,,Ki=0.72nM,,,//,3zmm.pdf,(F9J),ligand,is
4bt3,,1.1,,2013,,Ki=0.76mM,,Ki=0.76mM,,,//,4bt3.pdf,(WTZ),Ki=0.76+/-0.40,mM;
4mf1,,2.11,,2013,,Ki=0.7nM,,Ki=0.7nM,,,,//,4mf0.pdf,(29Y),ligand
4eos,,2.57,,2013,,Ki=0.89uM,,Ki=0.89uM,,,//,4eoi.pdf,(1RO),Ki,=
4eol,,2.4,,2013,,Ki=0.89uM,,Ki=0.89uM,,,//,4eoi.pdf,(1RO),Ki=0.89+/-0.26,uM;
4eon,,2.4,,2013,,Ki=0.89uM,,Ki=0.89uM,,,//,4eoi.pdf,(1RO),Ki=0.89+/-0.26,uM;
4eoi,,2,,2013,,Ki=0.89uM,,Ki=0.89uM,,,//,4eoi.pdf,(1RO),Ki=0.89+/-0.26,uM;
4eop,,1.99,,2013,,Ki=0.89uM,,Ki=0.89uM,,,//,4eoi.pdf,(1RO),Ki=0.89+/-0.26,uM;
4az6,,1.36,,2013,,Ki=0.8nM,,Ki=0.8nM,,,,//,4az5.pdf,(OAN),ligand
4hws,,1.7,,2013,,Ki=0.8nM,,Ki=0.8nM,,,,//,4hwo.pdf,(1B3),Zn-containing;
4jh0,,2.35,,2013,,Ki=0.94nM,,Ki=0.94nM,,,//,4jh0.pdf,(1MD),Ki=0.94+/-0.18nM,
4baq,,1.89,,2013,,Ki=0.98nM,,Ki=0.98nM,,,//,4bah.pdf,(M4Z),ligand,is
4i72,,2.05,,2013,,Ki=0.9nM,,Ki=0.9nM,,,,//,4i71.pdf,(UA2),Ca-containing
4hxz,,2.7,,2013,,Ki=0.9uM,,Ki=0.9uM,,,,//,4gee.pdf,(19Y),Ki
4bps,,1.08,,2013,,Ki=1.02mM,,Ki=1.02mM,,,//,4bps.pdf,(3EB),Ki=1.02+/-0.22,mM(by
4bam,,1.88,,2013,,Ki=1.14nM,,Ki=1.14nM,,,//,4bah.pdf,(MM9),ligand,is
4k18,,2.05,,2013,,Ki=1.1nM,,Ki=1.1nM,,,,//,4k0y.pdf,(1OB),ligand
4heg,,1.46,,2013,,Ki=1.20nM,,Ki=1.20nM,,,//,4hdb.pdf,(G52),Ki=1.20+/-0.08nM,
4bak,,1.94,,2013,,Ki=1.22nM,,Ki=1.22nM,,,//,4bah.pdf,(M67),ligand,is
4hz5,,2.7,,2013,,Ki=1.2uM,,Ki=1.2uM,,,,//,4gee.pdf,(19Y),Ki
4kyh,,2.5,,2013,,Ki=1.2uM,,Ki=1.2uM,,,,//,4kyh.pdf,(ZST),ligand
4mdq,,2.12,,2013,,Ki=1.2uM,,Ki=1.2uM,,,,//,4mdn.pdf,(28W),
4gpl,,3,,2013,,Ki=1.3uM,,Ki=1.3uM,,,,//,4gpl.pdf,(7-mer),Ki
4iu0,,1.77,,2013,,Ki=1.3uM,,Ki=1.3uM,,,,//,4iu0.pdf,(ABH),Measure
4gj3,,2.5,,2013,,Ki=1.4nM,,Ki=1.4nM,,,,//,4gii.pdf,(0XP),
4i5c,,2.1,,2013,,Ki=1.5nM,,Ki=1.5nM,,,,//,4i5c.pdf,(C5I),
4ks1,,2.2,,2013,,Ki=1.5nM,,Ki=1.5nM,,,,//,4ks1.pdf,(2H8),ligand
4f3c,,1.93,,2013,,Ki=1.5pM,,Ki=1.5pM,,,,//,4f1w.pdf,(BIG),Ki=1.5+/-0.4
4imq,,1.5,,2013,,Ki=1.5uM,,Ki=1.5uM,,,,//,4imq.pdf,(4-mer),covalent
4bt5,,1.1,,2013,,Ki=1.72mM,,Ki=1.72mM,,,//,4bt3.pdf,(23B),Ki=1.72+/-0.98,mM;
4m0f,,2.3,,2013,,Ki=1.7nM,,Ki=1.7nM,,,,//,4m0f.pdf,(1YK),
4j45,,1.48,,2013,,Ki=1.7uM,,Ki=1.7uM,,,,//,4j44.pdf,(4-mer),
4j44,,1.3,,2013,,Ki=1.87uM,,Ki=1.87uM,,,//,4j44.pdf,(4-mer),,
4gii,,2.31,,2013,,Ki=1.8nM,,Ki=1.8nM,,,,//,4gii.pdf,(0X6),
4ish,,1.82,,2013,,Ki=1.9nM,,Ki=1.9nM,,,,//,4ish.pdf,(1GE),
4ivb,,1.9,,2013,,Ki=1.9nM,,Ki=1.9nM,,,,//,4iva.pdf,(1J5),
3zcl,,1.4,,2013,,Ki=10.1nM,,Ki=10.1nM,,,//,3zbx.pdf,(5TF),ligand,is
4mo8,,1.85,,2013,,Ki=10.1nM,,Ki=10.1nM,,,//,4mo8.pdf,(2VQ),ligand,is
3zn0,,2.8,,2013,,Ki=10.7uM,,Ki=10.7uM,,,//,3zms.pdf,(6-mer),ligand,is
4in9,,1.55,,2013,,Ki=10.7uM,,Ki=10.7uM,,,//,4in9.pdf,(4-mer),,
4k5o,,1.9,,2013,,Ki=104uM,,Ki=104uM,,,,//,4k3n.pdf,(1OT),ligand
4jjf,,2.2,,2013,,Ki=10nM,,Ki=10nM,,,,,//,4jjf.pdf,(2-mer)
4jyu,,1.8,,2013,,Ki=10nM,,Ki=10nM,,,,,//,4jyu.pdf,(1OK)
3ufa,,1.8,,2013,,Ki=10uM,,Ki=10uM,,,,,//,3ufa.pdf,(VPF)
4bxk,,2.2,,2013,,Ki=11.21nM,,Ki=11.21nM,,//,4bxk.pdf,(1IU),Ki=11.21+/-0.74,nM;,Zn-containing;
4f9w,,2,,2013,,Ki=114nM,,Ki=114nM,,,,//,4f9w.pdf,(LM4),
4bcj,,3.16,,2013,,Ki=11nM,,Ki=11nM,,,,,//,4bcf.pdf,(T9N)
4k3n,,2,,2013,,Ki=11nM,,Ki=11nM,,,,,//,4k3n.pdf,(1OT)
2yoh,,1.6,,2013,,Ki=11uM,,Ki=11uM,,,,,//,2yof.pdf,(WMJ)
4jsa,,1.5,,2013,,Ki=11uM,,Ki=11uM,,,,,//,4js6.pdf,(FB2)
4k5l,,1.91,,2013,,Ki=11uM,,Ki=11uM,,,,,//,4k3n.pdf,(19N)
4j47,,1.35,,2013,,Ki=12.02uM,,Ki=12.02uM,,//,4j44.pdf,(4-mer),,,
4i8w,,1.96,,2013,,Ki=12.7pM,,Ki=12.7pM,,,//,4hla.pdf,(G07),,
4k5n,,1.91,,2013,,Ki=127uM,,Ki=127uM,,,,//,4k3n.pdf,(1OU),ligand
4bcn,,2.1,,2013,,Ki=12nM,,Ki=12nM,,,,,//,4bcf.pdf,(T9N)
4j5p,,2.3,,2013,,Ki=12nM,,Ki=12nM,,,,,//,4j5p.pdf,(BR1)
4ele,,2.35,,2013,,Ki=13.2nM,,Ki=13.2nM,,,//,4elb.pdf,(31I),Ki,=
4ks5,,2.7,,2013,,Ki=130nM,,Ki=130nM,,,,//,4ks1.pdf,(1SO),ligand
4mjp,,1.85,,2013,,Ki=131uM,,Ki=131uM,,,,//,4mjp.pdf,(27O),ligand
3wjw,,1.59,,2013,,Ki=134uM,,Ki=134uM,,,,//,3wjw.pdf,(U6M),ligand
4axm,,2.8,,2013,,Ki=13nM,,Ki=13nM,,,,,//,4axm.pdf,(V65)
4gr8,,1.3,,2013,,Ki=14.7nM,,Ki=14.7nM,,,//,4gql.pdf,(R4C),Zn-containing,
4ivk,,1.8,,2013,,Ki=140uM,,Ki=140uM,,,,//,4ivk.pdf,(CEP),covalent
4iic,,1.9,,2013,,Ki=14uM,,Ki=14uM,,,,,//,4iic.pdf,(IFM)
4gr3,,1.49,,2013,,Ki=15.5nM,,Ki=15.5nM,,,//,4gql.pdf,(R45),Zn-containing,
4eb8,,2.3,,2013,,Ki=151pM,,Ki=151pM,,,,//,4ear.pdf,(IM5),Ki=151+/-16
4m48,,2.96,,2013,,Ki=156nM,,Ki=156nM,,,,//,4m48.pdf,(21B),
4k0y,,1.95,,2013,,Ki=15nM,,Ki=15nM,,,,,//,4k0y.pdf,(1OA)
4n6z,,2.2,,2013,,Ki=16nM,,Ki=16nM,,,,,//,4n6z.pdf,(2HW)
4hla,,1.95,,2013,,Ki=16pM,,Ki=16pM,,,,,//,4hla.pdf,-17
4hwp,,1.81,,2013,,Ki=17.2nM,,Ki=17.2nM,,,//,4hwo.pdf,(X16),Zn-containing;,Ki
4c6x,,1.95,,2013,,Ki=175.4uM,,Ki=175.4uM,,//,4c6u.pdf,(TLM),Ki,=,175.4
4jyv,,2.19,,2013,,Ki=17nM,,Ki=17nM,,,,,//,4jyu.pdf,(1OJ)
4jfi,,1.05,,2013,,Ki=18.1uM,,Ki=18.1uM,,,//,4jfi.pdf,(1KT),Ki=18.1+/-1.2uM,
4ca6,,1.91,,2013,,Ki=180nM,,Ki=180nM,,,,//,4ca5.pdf,(3EF),Ki=180+/-25nM;
4hwr,,1.9,,2013,,Ki=182nM,,Ki=182nM,,,,//,4hwo.pdf,(1B2),Zn-containing;
4i71,,1.28,,2013,,Ki=18nM,,Ki=18nM,,,,,//,4i71.pdf,(AGV)
3zmz,,3,,2013,,Ki=18uM,,Ki=18uM,,,,,//,3zms.pdf,(6-mer)
4kyk,,2,,2013,,Ki=18uM,,Ki=18uM,,,,,//,4kyh.pdf,(IMN)
4i73,,2.18,,2013,,Ki=190nM,,Ki=190nM,,,,//,4i71.pdf,(MBY),Ca-containing
4i74,,1.68,,2013,,Ki=190nM,,Ki=190nM,,,,//,4i71.pdf,(MBY),Ca-containing
4k5m,,1.75,,2013,,Ki=193uM,,Ki=193uM,,,,//,4k3n.pdf,(1OV),ligand
4mjq,,1.73,,2013,,Ki=193uM,,Ki=193uM,,,,//,4mjp.pdf,(27R),ligand
4n70,,2.1,,2013,,Ki=1pM,,Ki=1pM,,,,,,//,4n70.pdf
4bah,,1.94,,2013,,Ki=2.01nM,,Ki=2.01nM,,,//,4bah.pdf,(MEL),ligand,is
4j28,,1.73,,2013,,Ki=2.0uM,,Ki=2.0uM,,,,//,4j28.pdf,(EAT),Ki=2.0+/-0.1uM
4jfj,,1.08,,2013,,Ki=2.1uM,,Ki=2.1uM,,,,//,4jfi.pdf,(1KU),Ki=2.1+/-0.2uM
4kp0,,2.8,,2013,,Ki=2.24nM,,Ki=2.24nM,,,//,4kp0.pdf,(KPK),,
4j48,,2.1,,2013,,Ki=2.41uM,,Ki=2.41uM,,,//,4j44.pdf,(4-mer),,
4ban,,1.87,,2013,,Ki=2.43nM,,Ki=2.43nM,,,//,4bah.pdf,(M6S),ligand,is
4iid,,2.3,,2013,,Ki=2.4uM,,Ki=2.4uM,,,,//,4iic.pdf,(NOJ),Ki=2.4+/-0.3uM
4gj2,,2.4,,2013,,Ki=2.5nM,,Ki=2.5nM,,,,//,4gii.pdf,(0XH),
3vtr,,2.5,,2013,,Ki=2.714uM,,Ki=2.714uM,,//,3vtr.pdf,(TCG),,,
4kww,,2.55,,2013,,Ki=2.8uM,,Ki=2.8uM,,,,//,4kww.pdf,(PHT),Ki
4hwo,,1.91,,2013,,Ki=2.9nM,,Ki=2.9nM,,,,//,4hwo.pdf,-409,Zn-containing;
4mm6,,3.1,,2013,,Ki=205nM,,Ki=205nM,,,,//,4mm4.pdf,(29E),ligand
4mm9,,2.9,,2013,,Ki=2070nM,,Ki=2070nM,,,//,4mm4.pdf,(FVX),ligand,is
4ca8,,1.99,,2013,,Ki=210nM,,Ki=210nM,,,,//,4ca5.pdf,(3ES),Zn-containing;
4n99,,2.3,,2013,,Ki=216uM,,Ki=216uM,,,,//,4n94.pdf,(2J1),ligand
3zpr,,2.7,,2013,,Ki=224nM,,Ki=224nM,,,,//,3zpq.pdf,(3WC),ligand
4bch,,2.96,,2013,,Ki=22nM,,Ki=22nM,,,,,//,4bcf.pdf,(T7Z)
4hzm,,1.45,,2013,,Ki=23.2uM,,Ki=23.2uM,,,//,4hzm.pdf,(1BW),,
4i80,,3.1,,2013,,Ki=23.8nM,,Ki=23.8nM,,,//,4i80.pdf,(9-mer),,
4mm7,,2.85,,2013,,Ki=235.5uM,,Ki=235.5uM,,//,4mm4.pdf,(29J),ligand,is,desvenlafaxine;Ki
4k77,,2.4,,2013,,Ki=235nM,,Ki=235nM,,,,//,4k6z.pdf,(1Q4),ligand
4lch,,1.6,,2013,,Ki=24pM,,Ki=24pM,,,,,//,4lcf.pdf,(1WN)
4bds,,2.1,,2013,,Ki=25nM,,Ki=25nM,,,,,//,4bds.pdf,(THA)
2yof,,1.82,,2013,,Ki=25uM,,Ki=25uM,,,,,//,2yof.pdf,(74W)
4j03,,2.92,,2013,,Ki=26nM,,Ki=26nM,,,,,//,4j03.pdf,(FVS)
4amw,,1.9,,2013,,Ki=28.3mM,,Ki=28.3mM,,,//,2x2i.pdf,(5DI),Ki=28.3+/-2.1mM,
3zmt,,3.1,,2013,,Ki=28.4uM,,Ki=28.4uM,,,//,3zms.pdf,(6-mer),ligand,is
4n98,,1.7,,2013,,Ki=280uM,,Ki=280uM,,,,//,4n94.pdf,(4FC),ligand
4mjr,,1.62,,2013,,Ki=283uM,,Ki=283uM,,,,//,4mjp.pdf,(0LA),(S)-Carprofen
3zn1,,3.1,,2013,,Ki=29.1uM,,Ki=29.1uM,,,//,3zms.pdf,(6-mer),ligand,is
4hy1,,1.9,,2013,,Ki=2nM,,Ki=2nM,,,,,,//,4gee.pdf
4hxw,,1.69,,2013,,Ki=2nM,,Ki=2nM,,,,,,//,4gee.pdf
4jjg,,2.5,,2013,,Ki=2nM,,Ki=2nM,,,,,,//,4jjf.pdf
4k6z,,2.73,,2013,,Ki=2nM,,Ki=2nM,,,,,,//,4k6z.pdf
4bs0,,1.09,,2013,,Ki=2uM,,Ki=2uM,,,,,,//,4bs0.pdf
3v0l,,1.75,,2013,,Ki=3.0uM,,Ki=3.0uM,,,,//,3v0l.pdf,(2GW),ligand
3zpt,,1.54,,2013,,Ki=3.1nM,,Ki=3.1nM,,,,//,3zps.pdf,(M8Y),ligand
4hdf,,1.29,,2013,,Ki=3.2nM,,Ki=3.2nM,,,,//,4hdb.pdf,(G52),Ki=3.2+/-0.2nM
4m2r,,1.99,,2013,,Ki=3.2nM,,Ki=3.2nM,,,,//,4m2r.pdf,(BZ1),ligand
4he9,,1.06,,2013,,Ki=3.5nM,,Ki=3.5nM,,,,//,4hdb.pdf,(G52),Na-containing;
4jft,,2.1,,2013,,Ki=3.5uM,,Ki=3.5uM,,,,//,4jfs.pdf,(1KN),
4j26,,2.3,,2013,,Ki=3.64uM,,Ki=3.64uM,,,//,4j24.pdf,(12-mer),Ki=3.64+/-0.21uM,
4hdp,,1.22,,2013,,Ki=30.9nM,,Ki=30.9nM,,,//,4hdb.pdf,(G52),Na-containing;,Ki=30.9+/-0.6nM
4c70,,1.75,,2013,,Ki=305uM,,Ki=305uM,,,,//,4c6u.pdf,(TLJ),Ki
4lh3,,1.81,,2013,,Ki=30mM,,Ki=30mM,,,,,//,4lh2.pdf,(GUA)
4lpf,,2.3,,2013,,Ki=310uM,,Ki=310uM,,,,//,4lpf.pdf,(3TR),ki=310+/-30uM
4kzu,,2.1,,2013,,Ki=313nM,,Ki=313nM,,,,//,4bs4.pdf,(A73),Zn-containing
2yog,,1.5,,2013,,Ki=31uM,,Ki=31uM,,,,,//,2yof.pdf,(74X)
4ccd,,1.97,,2013,,Ki=32uM,,Ki=32uM,,,,,//,4ccc.pdf,(2DG)
4bvb,,2,,2013,,Ki=33.4uM,,Ki=33.4uM,,,//,4bv2.pdf,(OCZ),Ki,=
4h42,,2.01,,2013,,Ki=341uM,,Ki=341uM,,,,//,4h42.pdf,(11E),
4k5p,,1.85,,2013,,Ki=345uM,,Ki=345uM,,,,//,4k3n.pdf,(1OS),ligand
4c6z,,1.8,,2013,,Ki=357.0uM,,Ki=357.0uM,,//,4c6u.pdf,(TLE),Ki,=,357
3znr,,2.4,,2013,,Ki=36nM,,Ki=36nM,,,,,//,3znr.pdf,(NU9)
4m2v,,1.72,,2013,,Ki=36nM,,Ki=36nM,,,,,//,4m2r.pdf,(BZ1)
4c71,,1.8,,2013,,Ki=384.0uM,,Ki=384.0uM,,//,4c6u.pdf,(7RD),Ki,=,384
3zns,,2.45,,2013,,Ki=39nM,,Ki=39nM,,,,,//,3znr.pdf,(NU7)
4bao,,1.87,,2013,,Ki=4.29nM,,Ki=4.29nM,,,//,4bah.pdf,(MVF),ligand,is
3zpu,,1.8,,2013,,Ki=4.2nM,,Ki=4.2nM,,,,//,3zps.pdf,(M8B),ligand
4iie,,2,,2013,,Ki=4.6mM,,Ki=4.6mM,,,,//,4iic.pdf,(CGB),Ki=4.6+/-1.0mM
4giu,,1.67,,2013,,Ki=4.7uM,,Ki=4.7uM,,,,//,4giu.pdf,-636,ligand
4bbg,,2.75,,2013,,Ki=4.8nM,,Ki=4.8nM,,,,//,4bbg.pdf,(V02),ligand
4ks3,,2.6,,2013,,Ki=430nM,,Ki=430nM,,,,//,4ks1.pdf,(1SL),ligand
4ca7,,1.82,,2013,,Ki=44nM,,Ki=44nM,,,,,//,4ca5.pdf,(3EF)
4lvt,,2.05,,2013,,Ki=44pM,,Ki=44pM,,,,,//,4lvt.pdf,(1XJ)
3zdh,,2.2,,2013,,Ki=45nM,,Ki=45nM,,,,,//,3zdg.pdf,(XRS)
3zmu,,3.2,,2013,,Ki=49.6uM,,Ki=49.6uM,,,//,3zms.pdf,(6-mer),ligand,is
4bck,,2.05,,2013,,Ki=4nM,,Ki=4nM,,,,,,//,4bcf.pdf
4ij1,,1.79,,2013,,Ki=4uM,,Ki=4uM,,,,,,//,4giu.pdf
3zps,,1.55,,2013,,Ki=5.0nM,,Ki=5.0nM,,,,//,3zps.pdf,(EQM),ligand
4elb,,2.6,,2013,,Ki=5.0nM,,Ki=5.0nM,,,,//,4elb.pdf,(34R/34S),Ki
4f2w,,2,,2013,,Ki=5.0pM,,Ki=5.0pM,,,,//,4f1w.pdf,(TDI),Ki=5.0+/-0.4
4j46,,1.42,,2013,,Ki=5.24uM,,Ki=5.24uM,,,//,4j44.pdf,(4-mer),,
4mfe,,2.61,,2013,,Ki=5.4mM,,Ki=5.4mM,,,,//,4mfe.pdf,(3PY),ligand
4jfs,,2,,2013,,Ki=5.4uM,,Ki=5.4uM,,,,//,4jfs.pdf,(16Z),
4jsz,,1.9,,2013,,Ki=5000uM,,Ki=5000uM,,,//,4js6.pdf,(FB2),Ki=5000+/-1100uM;,Zn-containing
4eor,,2.2,,2013,,Ki=500nM,,Ki=500nM,,,,//,4eoi.pdf,(4SP),Ki=500+/-30nM
4jss,,1.5,,2013,,Ki=500uM,,Ki=500uM,,,,//,4js6.pdf,(BEW),Ki=500+/-60uM;
4iwz,,1.6,,2013,,Ki=51nM,,Ki=51nM,,,,,//,4iwz.pdf,(1GO)
4m2w,,1.66,,2013,,Ki=52nM,,Ki=52nM,,,,,//,4m2r.pdf,(ETS)
3zmv,,3,,2013,,Ki=55uM,,Ki=55uM,,,,,//,3zms.pdf,(6-mer)
4bcp,,2.26,,2013,,Ki=568nM,,Ki=568nM,,,,//,4bcg.pdf,(T3C),ligand
4lh2,,1.67,,2013,,Ki=58mM,,Ki=58mM,,,,,//,4lh2.pdf,(SIN)
4iq6,,3.12,,2013,,Ki=58nM,,Ki=58nM,,,,,//,4iq6.pdf,(IQ6)
4lxd,,1.9,,2013,,Ki=59nM,,Ki=59nM,,,,,//,4lvt.pdf,(1XV)
4gfn,,1.9,,2013,,Ki=5nM,,Ki=5nM,,,,,,//,4gee.pdf
4lko,,2.43,,2013,,Ki=6.0nM,,Ki=6.0nM,,,,//,4jh0.pdf,(1WH),
4amx,,2.1,,2013,,Ki=6.5mM,,Ki=6.5mM,,,,//,2x2i.pdf,(5GF),ligand
3w37,,1.7,,2013,,Ki=6.68uM,,Ki=6.68uM,,,//,3w37.pdf,(ACR),,
4iif,,2.45,,2013,,Ki=6.6uM,,Ki=6.6uM,,,,//,4iic.pdf,(CTS),Ki=6.6+/-0.6uM
4gkm,,1.67,,2013,,Ki=6.8uM,,Ki=6.8uM,,,,//,4giu.pdf,-683,ligand
4elg,,2.1,,2013,,Ki=6.9nM,,Ki=6.9nM,,,,//,4elb.pdf,(52I/52J),Ki=6.9+/-0.5
4bqs,,2.15,,2013,,Ki=62uM,,Ki=62uM,,,,,//,4bqs.pdf,(K2Q)
4n9a,,1.9,,2013,,Ki=64uM,,Ki=64uM,,,,,//,4n94.pdf,(2J2)
3zpq,,2.8,,2013,,Ki=67.6nM,,Ki=67.6nM,,,//,3zpq.pdf,(XF5),ligand,is
4iva,,1.5,,2013,,Ki=68.4nM,,Ki=68.4nM,,,//,4iva.pdf,(1J5),Ki=1.9nM(when,protein
4f3k,,1.85,,2013,,Ki=69.0pM,,Ki=69.0pM,,,//,4f1w.pdf,(HCE),Ki=69.0+/-12.1,pM
3zbx,,2.2,,2013,,Ki=6nM,,Ki=6nM,,,,,,//,3zbx.pdf
4bci,,3.1,,2013,,Ki=6nM,,Ki=6nM,,,,,,//,4bcf.pdf
4hym,,1.9,,2013,,Ki=6nM,,Ki=6nM,,,,,,//,4gee.pdf
4lrr,,2.41,,2013,,Ki=6uM,,Ki=6uM,,,,,,//,4lrr.pdf
4isi,,1.94,,2013,,Ki=7.3nM,,Ki=7.3nM,,,,//,4isi.pdf,(1GG),
4gly,,1.52,,2013,,Ki=7.7uM,,Ki=7.7uM,,,,//,4gly.pdf,(14-mer),
4ks4,,2.5,,2013,,Ki=72nM,,Ki=72nM,,,,,//,4ks1.pdf,(1SN)
3zc5,,2.2,,2013,,Ki=74nM,,Ki=74nM,,,,,//,3zbx.pdf,(W9Z)
4kx8,,2.4,,2013,,Ki=74nM,,Ki=74nM,,,,,//,4kx8.pdf,(4-mer)
4kxb,,2.4,,2013,,Ki=75uM,,Ki=75uM,,,,,//,4kx8.pdf,(BES)
2lwi,,,NMR,,2013,,Ki=773uM,Ki=773uM,,,,,//,2lwi.pdf,(KOB)
4mm8,,3.31,,2013,,Ki=778nM,,Ki=778nM,,,,//,4mm4.pdf,(RFX),ligand
3zdg,,2.48,,2013,,Ki=79nM,,Ki=79nM,,,,,//,3zdg.pdf,(XRX)
4bcf,,3.01,,2013,,Ki=7nM,,Ki=7nM,,,,,,//,4bcf.pdf
4bcg,,3.08,,2013,,Ki=7nM,,Ki=7nM,,,,,,//,4bcg.pdf
4n5t,,1.7,,2013,,Ki=7nM,,Ki=7nM,,,,,,//,4n5t.pdf
4elh,,2.1,,2013,,Ki=8.2nM,,Ki=8.2nM,,,,//,4elb.pdf,(53I/53J),Ki=8.2+/-0.5
4c72,,1.5,,2013,,Ki=8.2uM,,Ki=8.2uM,,,,//,4c6u.pdf,(TLG),Ki
4mf0,,2.67,,2013,,Ki=8.4nM,,Ki=8.4nM,,,,//,4mf0.pdf,(29Z),ligand
4hdb,,1.49,,2013,,Ki=8.9nM,,Ki=8.9nM,,,,//,4hdb.pdf,(G52),Na-containing;
4i8z,,1.75,,2013,,Ki=8.9pM,,Ki=8.9pM,,,,//,4hla.pdf,(G08),
4kvm,,2.6,,2013,,Ki=8.9uM,,Ki=8.9uM,,,,//,4kvm.pdf,(5-mer),Ki
4eok,,2.57,,2013,,Ki=8600nM,,Ki=8600nM,,,//,4eoi.pdf,(4SP),Ki,=
4m2u,,2,,2013,,Ki=9.1nM,,Ki=9.1nM,,,,//,4m2r.pdf,(ETS),ligand
4elf,,2.3,,2013,,Ki=9.4nM,,Ki=9.4nM,,,,//,4elb.pdf,(35I),Ca-containing;
4mma,,3.3,,2013,,Ki=920nM,,Ki=920nM,,,,//,4mm4.pdf,(CXX),ligand
4n6y,,2.6,,2013,,Ki=92nM,,Ki=92nM,,,,,//,4n6y.pdf,(2HV)
4jhz,,2.83,,2013,,Ki=957nM,,Ki=957nM,,,,//,4jhz.pdf,(1KV),ligand
4bcw,,1.5,,2013,,Ki>100uM,,Ki>100uM,,,,//,4bcw.pdf,(TU0),ligand
4hwt,,2.3,,2013,,Ki>50000nM,,Ki>50000nM,,//,4hwo.pdf,(1B2),Zn-containing;,Ki(a,coupled
4iu4,,1.8,,2013,,Ki~10uM,,Ki~10uM,,,,,//,4iu0.pdf,(S2C)
4fyh,,2.44,,2013,,Ki~14uM,,Ki~14uM,,,,,//,4fyh.pdf,(TR5)
4iu1,,1.95,,2013,,Ki~50uM,,Ki~50uM,,,,,//,4iu0.pdf,(NNH)
4whz,,1.79,,2014,,IC50<1nM,,IC50<1nM,,,,//,4whz.pdf,(3NL),ligand
4uro,,2.59,,2014,,IC50<4nM,,IC50<4nM,,,,//,4url.pdf,(NOV),ligand
4kql,,2.31,,2014,,IC50=0.0017uM,,IC50=0.0017uM,4knr.pdf,(1SG),ligand,is,compound,"24a,",WG578
4o12,,2.5,,2014,,IC50=0.002uM,,IC50=0.002uM,4l4l.pdf,(2QG),ligand,is,compound,GMX1778,
4c61,,2.45,,2014,,IC50=0.004uM,,IC50=0.004uM,4c61.pdf,(LMM),ligand,is,compound,23b,
4mqu,,2.22,,2014,,IC50=0.004uM,,IC50=0.004uM,4mqu.pdf,(MG9),ligand,is,compound,27,
4mha,,2.59,,2014,,IC50=0.0052uM,,IC50=0.0052uM,4mh7.pdf,(4MH),ligand,is,compound,22,
4jps,,2.2,,2014,,IC50=0.005uM,,IC50=0.005uM,4jps.pdf,(1LT),ligand,is,compound,8,
4l4l,,2.12,,2014,,IC50=0.005uM,,IC50=0.005uM,4l4l.pdf,(1XC),ligand,is,compound,"PRib-GNE-617,",PRPP
4lwu,,1.14,,2014,,IC50=0.005uM,,IC50=0.005uM,4lwt.pdf,(20U),ligand,is,"RO5499252,",compound,"20,"
4d0x,,1.82,,2014,,IC50=0.008uM,,IC50=0.008uM,4d0w.pdf,-953,ligand,is,compound,28,
4ncg,,2.58,,2014,,IC50=0.011uM,,IC50=0.011uM,4ncg.pdf,(2KW),ligand,is,compound,36,
